text,labels
The thrilling roller coaster ride left me shaken and excited for more.,6
I just won a ticket to my favorite concert!,6
The sunset on the beach was absolutely stunning tonight.,0
I can't believe I have to work on Saturday.,1
The new policy has left many employees worried about their jobs.,2
The cake was disgusting; it tasted like soap.,5
I'm really excited about the upcoming vacation!,6
The results of the experiment were exactly as expected.,7
"He shouted at me for no reason, which made me really upset.",1
The news about the natural disaster is heartbreaking.,3
I just heard that my favorite team won the championship!,6
The baby laughed uncontrollably at the silly clown.,0
I'm so nervous about this job interview tomorrow.,2
The smell in the bathroom is making me feel sick.,5
Spending time with friends always lifts my spirits.,0
The company's financial report shows a significant profit increase.,7
I was shocked to hear about the sudden resignation of the CEO.,4
The movie was so sad; I couldn't stop crying.,3
I just found out I got the job I interviewed for!,6
"The food at the restaurant had a strange, unpleasant texture.",5
The view from the top of the mountain was breathtaking.,0
Stock prices dropped significantly today.,7
I can't believe the exam is tomorrow and I haven't studied yet.,2
The flowers in the garden are blooming beautifully.,0
The recent changes in the project have caused a lot of confusion.,7
I'm really looking forward to meeting my friends tonight!,6
The accident on the highway caused a massive traffic jam.,7
"The recipe turned out perfectly, and everyone loved it.",0
"I can't believe I won the lottery, this is amazing!",0
I'm so angry at my boss for not giving me the raise I deserve!,1
The news about the upcoming layoffs has me very worried.,2
I miss my best friend so much; it's been a tough year without her.,3
What just happened? I'm totally shocked by this turn of events.,4
"The food at that restaurant was absolutely disgusting, I can't believe I ate there.",5
I'm so excited to start my new job next week!,6
"The meeting was scheduled for 3 PM, and it started on time.",7
I'm over the moon with the new puppy we just got!,0
"I'm so frustrated with the slow internet connection, it's driving me crazy!",1
I'm terrified of the upcoming exam; I don't think I'm prepared.,2
"It's been a really tough day, and I just want to cry.",3
I can't believe he just proposed! I'm so surprised!,4
The smell of the garbage in the kitchen is making me feel sick.,5
I'm so thrilled about the new project I'm working on!,6
The weather today is 72 degrees and partly cloudy.,7
I'm so happy to see my family after such a long time!,0
"I'm furious with the customer service, they hung up on me!",1
I'm scared to death about the surgery I have to undergo tomorrow.,2
Losing my job was one of the most difficult moments of my life.,3
I'm totally shocked by the sudden turn of events in the story.,4
The smell of the chemical spill is making me feel nauseous.,5
I'm so excited to travel to Europe next month!,6
The book is 300 pages long and was published in 2022.,7
I'm so happy to have found a new hobby that I truly enjoy.,0
I'm so angry with the airline for losing my luggage!,1
I just won a trip to Hawaii! This is the best thing that's happened to me all year!,0
How dare he break up with me over text! I'm so angry!,1
"I'm terrified of public speaking, but I have to give a presentation tomorrow.",2
I miss my grandmother so much. It's been a year since she passed away.,3
I can't believe I won the lottery! This is so unexpected!,4
The smell of the garbage is unbearable. It’s making me feel sick.,5
I’m so excited to start my new job next week! I’ve been preparing for this moment for a long time.,6
"The temperature today is 72 degrees Fahrenheit, and the sky is clear.",7
"I just got a promotion, and I’m overwhelmed with happiness!",0
I’m so frustrated with the slow internet connection; it’s ruining my Zoom call!,1
"I’m terrified of heights, but I have to cross a suspension bridge on my hike.",2
"I lost my favorite book, and it’s making me feel really sad.",3
I can’t believe the band is coming to my city next month!,4
The smell of the sewage leak in my building is absolutely revolting.,5
I’m so excited to meet my favorite author at the book signing tomorrow!,6
The meeting is scheduled for 3 PM in the conference room.,7
I’m so happy my best friend is moving back to town!,0
I’m so angry at the customer service; they didn’t even apologize for the mistake.,1
"I’m afraid I won’t be able to finish the project on time, and it’s causing me a lot of stress.",2
I’m feeling really down after watching that sad movie.,3
I was shocked to hear that the company is being sold to a competitor.,4
The sight of the accident was so gruesome; it’s hard to forget.,5
I’m so excited to try the new restaurant that just opened up!,6
The city has a population of approximately 1 million people.,7
I’m so happy I finally got the chance to travel to Europe!,0
I’m so angry at the unfair treatment I received at work today.,1
"The sun shone brightly as children laughed and played in the park, their joy infectious to everyone around.",0
I can't believe they had the audacity to cancel the event without any notice—it's completely unacceptable!,1
"As the footsteps grew louder in the empty hallway, my heart raced and my hands began to tremble uncontrollably.",2
"After saying their final goodbyes, she stood alone at the train station, tears streaming down her face.",3
"Opening the door, I was greeted by a crowd of friends shouting 'Surprise!' with a beautifully decorated cake.",4
The smell of rotten eggs mixed with sewage made her gag and immediately cover her nose.,5
